user_id,event_type,event_date,utm_source,revenue
user_1024,activation,2025-03-19,linkedin,0.0
user_1024,churn,2025-04-21,linkedin,0.0
user_1025,signup,2025-03-17,meta_ads,0.0
user_1025,activation,2025-03-17,meta_ads,0.0
user_1026,signup,2025-03-17,google_ads,0.0
user_1026,activation,2025-03-19,google_ads,0.0
user_1026,churn,2025-04-28,google_ads,0.0
user_1027,signup,2025-03-17,google_ads,0.0
user_1027,activation,2025-03-20,google_ads,0.0
user_1027,purchase,2025-03-28,google_ads,52.48
user_1027,purchase,2025-05-15,google_ads,70.12
user_1028,signup,2025-03-17,email,0.0
user_1028,churn,2025-05-17,email,0.0
user_1029,signup,2025-03-17,meta_ads,0.0
user_1030,signup,2025-03-17,google_ads,0.0
user_1030,activation,2025-03-20,google_ads,0.0
user_1030,purchase,2025-04-02,google_ads,100.66
user_1031,signup,2025-03-17,google_ads,0.0
user_1031,activation,2025-03-17,google_ads,0.0
user_1032,signup,2025-03-17,organic,0.0
user_1032,activation,2025-03-20,organic,0.0
user_1033,signup,2025-03-17,google_ads,0.0
user_1033,churn,2025-04-27,google_ads,0.0
user_1034,signup,2025-03-18,linkedin,0.0
user_1034,activation,2025-03-19,linkedin,0.0
user_1035,signup,2025-03-18,linkedin,0.0
user_1035,activation,2025-03-18,linkedin,0.0
user_1036,signup,2025-03-18,linkedin,0.0
user_1036,activation,2025-03-20,linkedin,0.0
user_1036,purchase,2025-04-01,linkedin,108.79
user_1037,signup,2025-03-18,google_ads,0.0
user_1037,activation,2025-03-18,google_ads,0.0
user_1037,purchase,2025-03-22,google_ads,75.53
user_1037,purchase,2025-05-03,google_ads,100.74
user_1038,signup,2025-03-19,organic,0.0
user_1038,activation,2025-03-19,organic,0.0
user_1038,churn,2025-04-25,organic,0.0
user_1039,signup,2025-03-19,organic,0.0
user_1039,churn,2025-05-06,organic,0.0
user_1040,signup,2025-03-19,linkedin,0.0
user_1040,churn,2025-05-28,linkedin,0.0
user_1041,signup,2025-03-20,meta_ads,0.0
user_1041,activation,2025-03-20,meta_ads,0.0
user_1041,purchase,2025-03-27,meta_ads,22.65
user_1041,purchase,2025-05-08,meta_ads,23.82
user_1042,signup,2025-03-20,google_ads,0.0
user_1042,activation,2025-03-21,google_ads,0.0
user_1043,signup,2025-03-20,linkedin,0.0
user_1043,activation,2025-03-21,linkedin,0.0
user_1043,purchase,2025-03-27,linkedin,269.35
user_1043,purchase,2025-04-16,linkedin,229.94
user_1044,signup,2025-03-20,organic,0.0
user_1045,signup,2025-03-20,email,0.0
user_1045,activation,2025-03-21,email,0.0
user_1046,signup,2025-03-20,organic,0.0
user_1046,activation,2025-03-22,organic,0.0
user_1047,signup,2025-03-20,organic,0.0
user_1047,churn,2025-04-29,organic,0.0
user_1048,signup,2025-03-21,meta_ads,0.0
user_1048,activation,2025-03-24,meta_ads,0.0
user_1048,purchase,2025-04-07,meta_ads,40.98
user_1049,signup,2025-03-21,google_ads,0.0
user_1049,activation,2025-03-23,google_ads,0.0
user_1049,purchase,2025-04-01,google_ads,65.97
user_1049,churn,2025-05-06,google_ads,0.0
user_1050,signup,2025-03-21,google_ads,0.0
user_1050,activation,2025-03-23,google_ads,0.0
user_1051,signup,2025-03-21,linkedin,0.0
user_1051,activation,2025-03-24,linkedin,0.0
user_1051,churn,2025-04-22,linkedin,0.0
user_1052,signup,2025-03-22,google_ads,0.0
user_1053,signup,2025-03-22,organic,0.0
user_1054,signup,2025-03-22,meta_ads,0.0
user_1054,activation,2025-03-24,meta_ads,0.0
user_1055,signup,2025-03-22,google_ads,0.0
user_1056,signup,2025-03-22,organic,0.0
user_1056,activation,2025-03-24,organic,0.0
user_1056,churn,2025-06-02,organic,0.0
user_1057,signup,2025-03-22,email,0.0
user_1057,activation,2025-03-23,email,0.0
user_1058,signup,2025-03-22,meta_ads,0.0
user_1058,activation,2025-03-24,meta_ads,0.0
user_1058,purchase,2025-04-06,meta_ads,59.28
user_1059,signup,2025-03-22,organic,0.0
user_1059,activation,2025-03-22,organic,0.0
user_1059,purchase,2025-04-02,organic,81.34
user_1059,purchase,2025-04-28,organic,52.65
user_1059,churn,2025-05-21,organic,0.0
user_1060,signup,2025-03-22,linkedin,0.0
user_1061,signup,2025-03-23,organic,0.0
user_1061,activation,2025-03-26,organic,0.0
user_1061,purchase,2025-04-06,organic,91.41
user_1061,purchase,2025-06-03,organic,93.05
user_1061,churn,2025-05-07,organic,0.0
user_1062,signup,2025-03-23,email,0.0
user_1062,activation,2025-03-24,email,0.0
user_1063,signup,2025-03-23,email,0.0
user_1063,activation,2025-03-26,email,0.0
user_1064,signup,2025-03-23,meta_ads,0.0
user_1065,signup,2025-03-23,organic,0.0
user_1066,signup,2025-03-23,google_ads,0.0
user_1066,activation,2025-03-25,google_ads,0.0
user_1067,signup,2025-03-24,google_ads,0.0
user_1067,activation,2025-03-26,google_ads,0.0
user_1067,purchase,2025-04-01,google_ads,58.77
user_1067,churn,2025-05-19,google_ads,0.0
user_1068,signup,2025-03-24,meta_ads,0.0
user_1068,activation,2025-03-24,meta_ads,0.0
user_1068,purchase,2025-03-31,meta_ads,66.19
user_1069,signup,2025-03-24,email,0.0
user_1069,activation,2025-03-27,email,0.0
user_1070,signup,2025-03-24,meta_ads,0.0
user_1071,signup,2025-03-24,linkedin,0.0
user_1071,activation,2025-03-25,linkedin,0.0
user_1071,purchase,2025-04-02,linkedin,229.41
user_1071,churn,2025-06-01,linkedin,0.0
user_1072,signup,2025-03-24,meta_ads,0.0
user_1073,signup,2025-03-25,google_ads,0.0
user_1073,activation,2025-03-28,google_ads,0.0
user_1073,purchase,2025-04-02,google_ads,64.12
user_1074,signup,2025-03-25,google_ads,0.0
user_1074,activation,2025-03-25,google_ads,0.0
user_1074,churn,2025-06-23,google_ads,0.0
user_1075,signup,2025-03-25,meta_ads,0.0
user_1075,activation,2025-03-25,meta_ads,0.0
user_1076,signup,2025-03-26,organic,0.0
user_1076,activation,2025-03-27,organic,0.0
user_1076,purchase,2025-04-07,organic,44.22
user_1077,signup,2025-03-26,organic,0.0
user_1077,churn,2025-05-14,organic,0.0
user_1078,signup,2025-03-26,google_ads,0.0
user_1078,activation,2025-03-28,google_ads,0.0
user_1079,signup,2025-03-26,meta_ads,0.0
user_1079,churn,2025-06-01,meta_ads,0.0
user_1080,signup,2025-03-26,organic,0.0
user_1080,activation,2025-03-26,organic,0.0
user_1081,signup,2025-03-26,organic,0.0
user_1082,signup,2025-03-27,meta_ads,0.0
user_1082,activation,2025-03-29,meta_ads,0.0
user_1082,purchase,2025-04-09,meta_ads,70.97
user_1083,signup,2025-03-27,organic,0.0
user_1083,activation,2025-03-29,organic,0.0
user_1084,signup,2025-03-27,organic,0.0
user_1084,activation,2025-03-29,organic,0.0
user_1084,purchase,2025-04-02,organic,43.29
user_1085,signup,2025-03-28,meta_ads,0.0
user_1085,activation,2025-03-31,meta_ads,0.0
user_1085,purchase,2025-04-13,meta_ads,36.78
user_1085,churn,2025-05-12,meta_ads,0.0
user_1086,signup,2025-03-28,organic,0.0
user_1086,activation,2025-03-29,organic,0.0
user_1087,signup,2025-03-28,meta_ads,0.0
user_1087,churn,2025-05-11,meta_ads,0.0
user_1088,signup,2025-03-29,organic,0.0
user_1088,activation,2025-03-31,organic,0.0
user_1089,signup,2025-03-29,meta_ads,0.0
user_1090,signup,2025-03-29,organic,0.0
user_1090,activation,2025-03-31,organic,0.0
user_1090,purchase,2025-04-12,organic,82.16
user_1090,purchase,2025-05-26,organic,63.8
user_1091,signup,2025-03-29,organic,0.0
user_1091,activation,2025-03-29,organic,0.0
user_1092,signup,2025-03-29,meta_ads,0.0
user_1092,activation,2025-03-30,meta_ads,0.0
user_1092,purchase,2025-03-31,meta_ads,61.85
user_1093,signup,2025-03-29,meta_ads,0.0
user_1093,activation,2025-03-30,meta_ads,0.0
user_1094,signup,2025-03-29,organic,0.0
user_1094,activation,2025-03-29,organic,0.0
user_1094,churn,2025-06-07,organic,0.0
user_1095,signup,2025-03-29,organic,0.0
user_1095,activation,2025-03-31,organic,0.0
user_1095,purchase,2025-04-04,organic,84.31
user_1096,signup,2025-03-29,meta_ads,0.0
user_1097,signup,2025-03-30,linkedin,0.0
user_1097,activation,2025-03-30,linkedin,0.0
user_1097,churn,2025-05-12,linkedin,0.0
user_1098,signup,2025-03-30,google_ads,0.0
user_1098,activation,2025-03-31,google_ads,0.0
user_1098,purchase,2025-04-02,google_ads,44.09
user_1098,purchase,2025-05-04,google_ads,53.04
user_1099,signup,2025-03-30,organic,0.0
user_1100,signup,2025-03-30,linkedin,0.0
user_1100,activation,2025-03-31,linkedin,0.0
user_1101,signup,2025-03-30,linkedin,0.0
user_1102,signup,2025-03-30,google_ads,0.0
user_1102,activation,2025-04-01,google_ads,0.0
user_1103,signup,2025-03-30,email,0.0
user_1103,activation,2025-04-02,email,0.0
user_1104,signup,2025-03-31,meta_ads,0.0
user_1104,activation,2025-03-31,meta_ads,0.0
user_1105,signup,2025-03-31,organic,0.0
user_1105,activation,2025-03-31,organic,0.0
user_1105,purchase,2025-04-11,organic,99.97
user_1105,purchase,2025-04-27,organic,126.27
user_1105,churn,2025-06-02,organic,0.0
user_1106,signup,2025-03-31,organic,0.0
user_1106,churn,2025-06-06,organic,0.0
user_1107,signup,2025-03-31,meta_ads,0.0
user_1108,signup,2025-03-31,meta_ads,0.0
user_1108,activation,2025-04-02,meta_ads,0.0
user_1109,signup,2025-03-31,meta_ads,0.0
user_1109,activation,2025-04-02,meta_ads,0.0
user_1110,signup,2025-03-31,organic,0.0
user_1110,activation,2025-03-31,organic,0.0
user_1110,purchase,2025-04-06,organic,86.87
user_1111,signup,2025-04-01,google_ads,0.0
user_1111,activation,2025-04-04,google_ads,0.0
user_1112,signup,2025-04-01,google_ads,0.0
user_1112,activation,2025-04-03,google_ads,0.0
user_1113,signup,2025-04-01,google_ads,0.0
user_1114,signup,2025-04-02,organic,0.0
user_1114,activation,2025-04-02,organic,0.0
user_1114,churn,2025-06-24,organic,0.0
user_1115,signup,2025-04-02,email,0.0
user_1115,activation,2025-04-02,email,0.0
user_1115,churn,2025-06-30,email,0.0
user_1116,signup,2025-04-02,organic,0.0
user_1116,activation,2025-04-04,organic,0.0
user_1117,signup,2025-04-02,meta_ads,0.0
user_1117,activation,2025-04-03,meta_ads,0.0
user_1117,purchase,2025-04-13,meta_ads,72.76
user_1118,signup,2025-04-02,meta_ads,0.0
user_1119,signup,2025-04-02,google_ads,0.0
user_1119,activation,2025-04-05,google_ads,0.0
user_1120,signup,2025-04-03,meta_ads,0.0
user_1120,activation,2025-04-06,meta_ads,0.0
user_1121,signup,2025-04-03,google_ads,0.0
user_1121,activation,2025-04-06,google_ads,0.0
user_1121,purchase,2025-04-19,google_ads,66.97
user_1122,signup,2025-04-03,organic,0.0
user_1122,activation,2025-04-03,organic,0.0
user_1122,purchase,2025-04-13,organic,32.48
user_1122,purchase,2025-05-06,organic,29.55
user_1123,signup,2025-04-03,google_ads,0.0
user_1123,activation,2025-04-05,google_ads,0.0
user_1123,purchase,2025-04-17,google_ads,65.77
user_1124,signup,2025-04-03,organic,0.0
user_1124,activation,2025-04-03,organic,0.0
user_1124,churn,2025-06-15,organic,0.0
user_1125,signup,2025-04-03,email,0.0
user_1126,signup,2025-04-03,meta_ads,0.0
user_1126,activation,2025-04-03,meta_ads,0.0
user_1127,signup,2025-04-03,email,0.0
user_1127,activation,2025-04-03,email,0.0
user_1127,purchase,2025-04-09,email,23.1
user_1127,purchase,2025-06-01,email,31.67
user_1128,signup,2025-04-03,google_ads,0.0
user_1128,churn,2025-06-01,google_ads,0.0
user_1129,signup,2025-04-03,linkedin,0.0
user_1129,activation,2025-04-03,linkedin,0.0
user_1130,signup,2025-04-04,organic,0.0
user_1130,activation,2025-04-07,organic,0.0
user_1131,signup,2025-04-04,google_ads,0.0
user_1132,signup,2025-04-04,meta_ads,0.0
user_1132,activation,2025-04-07,meta_ads,0.0
user_1132,churn,2025-05-28,meta_ads,0.0
user_1133,signup,2025-04-04,linkedin,0.0
user_1133,activation,2025-04-06,linkedin,0.0
user_1133,purchase,2025-04-20,linkedin,204.5
user_1133,purchase,2025-06-11,linkedin,254.64
user_1134,signup,2025-04-04,email,0.0
user_1134,churn,2025-06-24,email,0.0
user_1135,signup,2025-04-04,meta_ads,0.0
user_1135,activation,2025-04-06,meta_ads,0.0
user_1136,signup,2025-04-04,organic,0.0
user_1137,signup,2025-04-05,meta_ads,0.0
user_1137,activation,2025-04-07,meta_ads,0.0
user_1137,churn,2025-05-23,meta_ads,0.0
user_1138,signup,2025-04-05,meta_ads,0.0
user_1138,activation,2025-04-06,meta_ads,0.0
user_1138,purchase,2025-04-15,meta_ads,41.95
user_1139,signup,2025-04-05,email,0.0
user_1139,activation,2025-04-07,email,0.0
user_1140,signup,2025-04-06,google_ads,0.0
user_1141,signup,2025-04-06,organic,0.0
user_1142,signup,2025-04-06,organic,0.0
user_1142,activation,2025-04-09,organic,0.0
user_1142,purchase,2025-04-18,organic,44.66
user_1143,signup,2025-04-06,organic,0.0
user_1143,activation,2025-04-08,organic,0.0
user_1143,churn,2025-05-10,organic,0.0
user_1144,signup,2025-04-07,email,0.0
user_1144,activation,2025-04-10,email,0.0
user_1144,purchase,2025-04-11,email,54.93
user_1144,purchase,2025-05-24,email,47.84
user_1145,signup,2025-04-07,organic,0.0
user_1145,activation,2025-04-08,organic,0.0
user_1146,signup,2025-04-07,organic,0.0
user_1146,activation,2025-04-09,organic,0.0
user_1146,purchase,2025-04-15,organic,52.2
user_1147,signup,2025-04-07,linkedin,0.0
user_1147,activation,2025-04-09,linkedin,0.0
user_1147,purchase,2025-04-11,linkedin,100.17
user_1147,churn,2025-05-28,linkedin,0.0
user_1148,signup,2025-04-07,google_ads,0.0
user_1148,activation,2025-04-08,google_ads,0.0
user_1148,purchase,2025-04-21,google_ads,79.88
user_1149,signup,2025-04-07,google_ads,0.0
user_1150,signup,2025-04-07,meta_ads,0.0
user_1150,churn,2025-07-01,meta_ads,0.0
user_1151,signup,2025-04-07,google_ads,0.0
user_1151,activation,2025-04-08,google_ads,0.0
user_1151,churn,2025-05-23,google_ads,0.0
user_1152,signup,2025-04-07,google_ads,0.0
user_1153,signup,2025-04-07,organic,0.0
user_1153,activation,2025-04-09,organic,0.0
user_1153,churn,2025-06-08,organic,0.0
user_1154,signup,2025-04-08,email,0.0
user_1154,activation,2025-04-10,email,0.0
user_1155,signup,2025-04-08,google_ads,0.0
user_1155,activation,2025-04-11,google_ads,0.0
user_1155,churn,2025-06-22,google_ads,0.0
user_1156,signup,2025-04-08,email,0.0
user_1156,activation,2025-04-08,email,0.0
user_1156,purchase,2025-04-11,email,29.63
user_1157,signup,2025-04-08,meta_ads,0.0
user_1157,activation,2025-04-08,meta_ads,0.0
user_1157,churn,2025-06-18,meta_ads,0.0
user_1158,signup,2025-04-08,organic,0.0
user_1159,signup,2025-04-08,google_ads,0.0
user_1159,activation,2025-04-09,google_ads,0.0
user_1160,signup,2025-04-09,meta_ads,0.0
user_1160,activation,2025-04-12,meta_ads,0.0
user_1160,purchase,2025-04-17,meta_ads,29.16
user_1160,purchase,2025-05-07,meta_ads,36.29
user_1161,signup,2025-04-09,google_ads,0.0
user_1161,activation,2025-04-11,google_ads,0.0
user_1162,signup,2025-04-09,organic,0.0
user_1163,signup,2025-04-09,email,0.0
user_1163,activation,2025-04-11,email,0.0
user_1164,signup,2025-04-09,linkedin,0.0
user_1164,activation,2025-04-12,linkedin,0.0
user_1164,purchase,2025-04-14,linkedin,105.27
user_1165,signup,2025-04-09,organic,0.0
user_1165,activation,2025-04-09,organic,0.0
user_1166,signup,2025-04-09,organic,0.0
user_1166,activation,2025-04-11,organic,0.0
user_1167,signup,2025-04-09,meta_ads,0.0
user_1167,activation,2025-04-10,meta_ads,0.0
user_1168,signup,2025-04-09,google_ads,0.0
user_1168,activation,2025-04-09,google_ads,0.0
user_1168,purchase,2025-04-18,google_ads,49.36
user_1169,signup,2025-04-10,organic,0.0
user_1169,activation,2025-04-10,organic,0.0
user_1170,signup,2025-04-10,organic,0.0
user_1170,activation,2025-04-13,organic,0.0
user_1170,churn,2025-06-11,organic,0.0
user_1171,signup,2025-04-10,google_ads,0.0
user_1171,activation,2025-04-12,google_ads,0.0
user_1172,signup,2025-04-10,meta_ads,0.0
user_1172,activation,2025-04-11,meta_ads,0.0
user_1172,purchase,2025-04-21,meta_ads,32.27
user_1172,purchase,2025-05-12,meta_ads,16.38
user_1173,signup,2025-04-11,google_ads,0.0
user_1173,activation,2025-04-12,google_ads,0.0
user_1174,signup,2025-04-11,organic,0.0
user_1174,activation,2025-04-11,organic,0.0
user_1175,signup,2025-04-11,google_ads,0.0
user_1175,activation,2025-04-14,google_ads,0.0
user_1176,signup,2025-04-11,meta_ads,0.0
user_1176,activation,2025-04-11,meta_ads,0.0
user_1176,churn,2025-07-10,meta_ads,0.0
user_1177,signup,2025-04-11,linkedin,0.0
user_1178,signup,2025-04-12,meta_ads,0.0
user_1178,activation,2025-04-15,meta_ads,0.0
user_1179,signup,2025-04-12,meta_ads,0.0
user_1179,activation,2025-04-14,meta_ads,0.0
user_1179,purchase,2025-04-27,meta_ads,50.63
user_1180,signup,2025-04-12,organic,0.0
user_1180,churn,2025-05-21,organic,0.0
user_1181,signup,2025-04-12,google_ads,0.0
user_1181,activation,2025-04-13,google_ads,0.0
user_1182,signup,2025-04-13,email,0.0
user_1182,activation,2025-04-16,email,0.0
user_1183,signup,2025-04-13,meta_ads,0.0
user_1184,signup,2025-04-13,linkedin,0.0
user_1184,activation,2025-04-15,linkedin,0.0
user_1184,purchase,2025-04-17,linkedin,255.19
user_1184,purchase,2025-05-30,linkedin,242.92
user_1184,churn,2025-07-05,linkedin,0.0
user_1185,signup,2025-04-13,google_ads,0.0
user_1185,activation,2025-04-13,google_ads,0.0
user_1186,signup,2025-04-13,meta_ads,0.0
user_1186,activation,2025-04-13,meta_ads,0.0
user_1187,signup,2025-04-14,meta_ads,0.0
user_1187,activation,2025-04-15,meta_ads,0.0
user_1188,signup,2025-04-14,organic,0.0
user_1189,signup,2025-04-14,google_ads,0.0
user_1189,activation,2025-04-14,google_ads,0.0
user_1189,purchase,2025-04-22,google_ads,119.19
user_1190,signup,2025-04-14,organic,0.0
user_1190,activation,2025-04-16,organic,0.0
user_1190,purchase,2025-04-18,organic,88.87
user_1190,churn,2025-05-19,organic,0.0
user_1191,signup,2025-04-14,linkedin,0.0
user_1191,activation,2025-04-16,linkedin,0.0
user_1191,purchase,2025-04-27,linkedin,210.91
user_1192,signup,2025-04-14,organic,0.0
user_1192,activation,2025-04-14,organic,0.0
user_1193,signup,2025-04-15,google_ads,0.0
user_1193,activation,2025-04-16,google_ads,0.0
user_1193,purchase,2025-04-29,google_ads,73.76
user_1193,purchase,2025-06-16,google_ads,98.48
user_1194,signup,2025-04-15,google_ads,0.0
user_1194,activation,2025-04-16,google_ads,0.0
user_1194,churn,2025-05-26,google_ads,0.0
user_1195,signup,2025-04-15,organic,0.0
user_1196,signup,2025-04-15,google_ads,0.0
user_1196,activation,2025-04-18,google_ads,0.0
user_1196,purchase,2025-04-30,google_ads,51.38
user_1197,signup,2025-04-15,organic,0.0
user_1197,activation,2025-04-16,organic,0.0
user_1197,purchase,2025-04-26,organic,53.64
user_1198,signup,2025-04-15,organic,0.0
user_1198,activation,2025-04-17,organic,0.0
user_1198,purchase,2025-04-25,organic,88.44
user_1198,purchase,2025-05-19,organic,68.35
user_1199,signup,2025-04-15,google_ads,0.0
user_1199,activation,2025-04-16,google_ads,0.0
user_1200,signup,2025-04-15,email,0.0
user_1200,activation,2025-04-18,email,0.0
user_1200,churn,2025-05-20,email,0.0
user_1201,signup,2025-04-16,google_ads,0.0
user_1201,activation,2025-04-16,google_ads,0.0
user_1202,signup,2025-04-16,organic,0.0
user_1202,activation,2025-04-18,organic,0.0
user_1203,signup,2025-04-16,organic,0.0
user_1204,signup,2025-04-16,linkedin,0.0
user_1204,churn,2025-05-29,linkedin,0.0
user_1205,signup,2025-04-16,organic,0.0
user_1205,activation,2025-04-19,organic,0.0
user_1205,purchase,2025-04-24,organic,72.92
user_1205,purchase,2025-06-08,organic,79.98
user_1205,churn,2025-06-17,organic,0.0
user_1206,signup,2025-04-16,linkedin,0.0
user_1207,signup,2025-04-16,google_ads,0.0
user_1207,activation,2025-04-19,google_ads,0.0
user_1207,purchase,2025-04-30,google_ads,37.71
user_1208,signup,2025-04-16,meta_ads,0.0
user_1208,activation,2025-04-19,meta_ads,0.0
user_1209,signup,2025-04-17,meta_ads,0.0
user_1209,activation,2025-04-18,meta_ads,0.0
user_1210,signup,2025-04-17,organic,0.0
user_1211,signup,2025-04-17,google_ads,0.0
user_1211,activation,2025-04-18,google_ads,0.0
user_1212,signup,2025-04-18,linkedin,0.0
user_1212,churn,2025-07-06,linkedin,0.0
user_1213,signup,2025-04-18,email,0.0
user_1213,activation,2025-04-19,email,0.0
user_1213,purchase,2025-04-23,email,51.69
user_1213,churn,2025-06-28,email,0.0
user_1214,signup,2025-04-18,google_ads,0.0
user_1214,activation,2025-04-18,google_ads,0.0
user_1215,signup,2025-04-18,google_ads,0.0
user_1215,activation,2025-04-21,google_ads,0.0
user_1216,signup,2025-04-18,meta_ads,0.0
user_1217,signup,2025-04-18,meta_ads,0.0
user_1218,signup,2025-04-18,organic,0.0
user_1218,churn,2025-06-25,organic,0.0
user_1219,signup,2025-04-18,email,0.0
user_1219,activation,2025-04-20,email,0.0
user_1219,purchase,2025-04-22,email,22.5
user_1220,signup,2025-04-18,organic,0.0
user_1221,signup,2025-04-18,meta_ads,0.0
user_1221,activation,2025-04-18,meta_ads,0.0
user_1221,purchase,2025-04-29,meta_ads,50.79
user_1222,signup,2025-04-19,google_ads,0.0
user_1222,activation,2025-04-21,google_ads,0.0
user_1222,purchase,2025-05-01,google_ads,32.91
user_1222,purchase,2025-05-23,google_ads,33.88
user_1223,signup,2025-04-19,linkedin,0.0
user_1223,activation,2025-04-19,linkedin,0.0
user_1223,purchase,2025-04-22,linkedin,203.57
user_1224,signup,2025-04-19,google_ads,0.0
user_1225,signup,2025-04-19,google_ads,0.0
user_1226,signup,2025-04-19,organic,0.0
user_1226,activation,2025-04-19,organic,0.0
user_1227,signup,2025-04-19,email,0.0
user_1227,activation,2025-04-19,email,0.0
user_1228,signup,2025-04-19,google_ads,0.0
user_1228,activation,2025-04-20,google_ads,0.0
user_1229,signup,2025-04-19,google_ads,0.0
user_1229,activation,2025-04-20,google_ads,0.0
user_1229,purchase,2025-04-28,google_ads,32.37
user_1229,churn,2025-06-07,google_ads,0.0
user_1230,signup,2025-04-19,meta_ads,0.0
user_1231,signup,2025-04-19,meta_ads,0.0
user_1231,activation,2025-04-19,meta_ads,0.0
user_1231,purchase,2025-04-25,meta_ads,47.0
user_1232,signup,2025-04-20,organic,0.0
user_1232,activation,2025-04-20,organic,0.0
user_1233,signup,2025-04-20,meta_ads,0.0
user_1233,activation,2025-04-21,meta_ads,0.0
user_1233,purchase,2025-04-30,meta_ads,70.76
user_1233,purchase,2025-06-02,meta_ads,78.85
user_1233,churn,2025-06-30,meta_ads,0.0
user_1234,signup,2025-04-20,google_ads,0.0
user_1234,churn,2025-07-01,google_ads,0.0
user_1235,signup,2025-04-20,linkedin,0.0
user_1236,signup,2025-04-20,email,0.0
user_1236,activation,2025-04-20,email,0.0
user_1236,purchase,2025-05-01,email,42.81
user_1236,purchase,2025-06-24,email,44.77
user_1237,signup,2025-04-21,meta_ads,0.0
user_1238,signup,2025-04-21,google_ads,0.0
user_1238,activation,2025-04-21,google_ads,0.0
user_1238,purchase,2025-04-28,google_ads,73.58
user_1239,signup,2025-04-21,email,0.0
user_1239,activation,2025-04-23,email,0.0
user_1239,churn,2025-06-05,email,0.0
user_1240,signup,2025-04-21,meta_ads,0.0
user_1240,activation,2025-04-22,meta_ads,0.0
user_1240,purchase,2025-04-23,meta_ads,43.05
user_1240,purchase,2025-05-27,meta_ads,61.72
user_1241,signup,2025-04-21,google_ads,0.0
user_1241,activation,2025-04-24,google_ads,0.0
user_1242,signup,2025-04-21,google_ads,0.0
user_1243,signup,2025-04-21,email,0.0
user_1243,activation,2025-04-23,email,0.0
user_1243,purchase,2025-04-28,email,39.15
user_1244,signup,2025-04-22,organic,0.0
user_1245,signup,2025-04-22,meta_ads,0.0
user_1245,activation,2025-04-23,meta_ads,0.0
user_1245,purchase,2025-04-28,meta_ads,50.26
user_1245,churn,2025-05-28,meta_ads,0.0
user_1246,signup,2025-04-22,meta_ads,0.0
user_1247,signup,2025-04-22,email,0.0
user_1247,churn,2025-06-23,email,0.0
user_1248,signup,2025-04-22,meta_ads,0.0
user_1248,activation,2025-04-22,meta_ads,0.0
user_1248,purchase,2025-04-28,meta_ads,51.16
